"","gridID","presence","year","predictedValue"
"1","X12-115",1,"2010",1
"2","X12-115",1,"2010",1
"3","X12-115",1,"2010",1
"4","X12-115",1,"2010",1
"5","X12-115",1,"2010",1
"6","X12-115",1,"2010",1
"7","X12-115",1,"2010",1
"8","X12-115",1,"2010",1
"9","X12-115",1,"2010",1
"10","X12-115",1,"2010",0
"11","X12-115",1,"2010",0
"12","X12-115",1,"2010",1
"13","X12-115",1,"2010",1
"14","X12-115",1,"2010",1
"15","X12-115",1,"2010",1
"16","X12-115",1,"2010",1
"17","X12-115",1,"2010",1
"18","X12-115",1,"2010",1
"19","X12-115",1,"2010",1
"20","X12-115",1,"2010",1
"21","X12-115",1,"2010",1
"22","X12-115",1,"2010",1
"23","X12-115",1,"2010",1
"24","X12-115",1,"2010",1
"25","X12-115",1,"2010",1
"26","X12-115",1,"2010",0
"27","X12-115",1,"2010",0
"28","X12-115",1,"2010",1
"29","X12-115",1,"2010",1
"30","X12-115",1,"2010",1
"31","X12-115",1,"2010",1
"32","X12-115",1,"2010",1
"33","X12-115",1,"2010",1
"34","X12-115",1,"2010",1
"35","X12-115",1,"2010",1
"36","X12-115",1,"2010",1
"37","X12-115",1,"2010",1
"38","X12-115",1,"2010",1
"39","X12-115",1,"2010",1
"40","X12-115",1,"2010",1
"41","X12-115",1,"2010",1
"42","X12-115",1,"2010",1
"43","X12-115",1,"2010",1
"44","X12-115",1,"2010",1
"45","X12-115",1,"2010",1
"46","X12-115",1,"2010",1
"47","X12-115",1,"2010",1
"48","X12-115",1,"2010",0
"49","X12-115",1,"2010",1
"50","X12-115",1,"2010",1
"51","X12-115",0,"2010",0
"52","X12-115",0,"2010",0
"53","X12-115",0,"2010",0
"54","X12-115",0,"2010",0
"55","X12-115",0,"2010",0
"56","X12-115",0,"2010",0
"57","X12-115",0,"2010",0
"58","X12-115",0,"2010",0
"59","X12-115",0,"2010",0
"60","X12-115",0,"2010",0
"61","X12-115",0,"2010",0
"62","X12-115",0,"2010",0
"63","X12-115",0,"2010",0
"64","X12-115",0,"2010",0
"65","X12-115",0,"2010",0
"66","X12-115",0,"2010",0
"67","X12-115",0,"2010",0
"68","X12-115",0,"2010",0
"69","X12-115",0,"2010",0
"70","X12-115",0,"2010",0
"71","X12-115",0,"2010",0
"72","X12-115",0,"2010",0
"73","X12-115",0,"2010",0
"74","X12-115",0,"2010",0
"75","X12-115",0,"2010",0
"76","X12-115",0,"2010",0
"77","X12-115",0,"2010",0
"78","X12-115",0,"2010",0
"79","X12-115",0,"2010",0
"80","X12-115",0,"2010",0
"81","X12-115",0,"2010",0
"82","X12-115",0,"2010",0
"83","X12-115",0,"2010",0
"84","X12-115",0,"2010",0
"85","X12-115",0,"2010",0
"86","X12-115",0,"2010",0
"87","X12-115",0,"2010",0
"88","X12-115",0,"2010",0
"89","X12-115",0,"2010",0
"90","X12-115",0,"2010",0
"91","X12-115",0,"2010",0
"92","X12-115",0,"2010",0
"93","X12-115",0,"2010",0
"94","X12-131",1,"2010",1
"95","X12-131",1,"2010",1
"96","X12-131",1,"2010",1
"97","X12-131",1,"2010",1
"98","X12-131",1,"2010",1
"99","X12-131",1,"2010",0
"100","X12-131",1,"2010",0
"101","X12-131",1,"2010",1
"102","X12-131",1,"2010",1
"103","X12-131",1,"2010",1
"104","X12-131",1,"2010",1
"105","X12-131",1,"2010",1
"106","X12-131",1,"2010",1
"107","X12-131",1,"2010",1
"108","X12-131",1,"2010",1
"109","X12-131",1,"2010",0
"110","X12-131",1,"2010",1
"111","X12-131",1,"2010",1
"112","X12-131",1,"2010",1
"113","X12-131",1,"2010",1
"114","X12-131",1,"2010",1
"115","X12-131",1,"2010",1
"116","X12-131",1,"2010",1
"117","X12-131",1,"2010",1
"118","X12-131",0,"2010",0
"119","X12-131",0,"2010",0
"120","X12-131",0,"2010",0
"121","X12-131",0,"2010",0
"122","X12-131",0,"2010",0
"123","X12-131",0,"2010",0
"124","X12-131",0,"2010",0
"125","X12-131",0,"2010",0
"126","X12-131",0,"2010",0
"127","X12-131",0,"2010",0
"128","X12-131",0,"2010",0
"129","X12-131",0,"2010",0
"130","X12-131",0,"2010",0
"131","X12-131",0,"2010",0
"132","X12-131",0,"2010",0
"133","X12-131",0,"2010",0
"134","X12-131",0,"2010",0
"135","X12-131",0,"2010",0
"136","X12-131",0,"2010",0
"137","X12-131",0,"2010",0
"138","X12-131",0,"2010",0
"139","X12-131",0,"2010",0
"140","X12-150",1,"2010",1
"141","X12-150",1,"2010",0
"142","X12-150",1,"2010",0
"143","X12-150",1,"2010",1
"144","X12-150",1,"2010",1
"145","X12-150",1,"2010",1
"146","X12-150",1,"2010",1
"147","X12-150",1,"2010",1
"148","X12-150",1,"2010",0
"149","X12-150",1,"2010",1
"150","X12-150",1,"2010",1
"151","X12-150",1,"2010",1
"152","X12-150",1,"2010",1
"153","X12-150",1,"2010",1
"154","X12-150",1,"2010",1
"155","X12-150",1,"2010",1
"156","X12-150",1,"2010",0
"157","X12-150",1,"2010",1
"158","X12-150",1,"2010",1
"159","X12-150",1,"2010",0
"160","X12-150",1,"2010",0
"161","X12-150",1,"2010",1
"162","X12-150",1,"2010",1
"163","X12-150",1,"2010",1
"164","X12-150",1,"2010",1
"165","X12-150",1,"2010",0
"166","X12-150",1,"2010",1
"167","X12-150",1,"2010",0
"168","X12-150",1,"2010",1
